!SESSION 2026-04-21 08:46:15.824 -----------------------------------------------
eclipse.buildId=4.38.0.20251204-0849
java.version=21.0.9
java.vendor=Eclipse Adoptium
BootLoader constants: OS=win32, ARCH=x86_64, WS=win32, NL=en_IN
Framework arguments:  -product org.eclipse.epp.package.java.product
Command-line arguments:  -os win32 -ws win32 -arch x86_64 -product org.eclipse.epp.package.java.product
!MESSAGE 09:36:06.443 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/config/SecurityConfig.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:36:06.817
!MESSAGE 09:36:06.569 [pool-3-thread-31] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/config/SecurityConfig.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:36:07.312
!MESSAGE 09:36:07.112 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change arrived: 201

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:36:07.727
!MESSAGE 09:36:07.376 [pool-5-thread-7] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/config/SecurityConfig.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:36:07.995
!MESSAGE 09:36:07.855 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/config/SecurityConfig.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:36:08.004
!MESSAGE 09:36:08.003 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/config/SecurityConfig.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:36:08.005
!MESSAGE ava.lang.Thread.run(Thread.java:1583)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:36:08.005
!MESSAGE Caused by: java.util.concurrent.CancellationException: null

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:36:08.006
!MESSAGE 	at java.base/java.util.concurrent.CompletableFuture.cancel(CompletableFuture.java:2510)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:36:08.006
!MESSAGE 	... 26 common frames omitted

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:36:08.542
!MESSAGE 09:36:08.179 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change message work done in 0ms

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:36:08.725
!MESSAGE 09:36:08.553 [pool-5-thread-7] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/config/SecurityConfig.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:36:08.726
!MESSAGE 09:36:08.686 [Reconciler-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/config/SecurityConfig.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:36:08.908
!MESSAGE 09:36:08.861 [pool-3-thread-31] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: work item submitted for doc file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/config/SecurityConfig.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:36:08.908
!MESSAGE 09:36:08.877 [pool-3-thread-32] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/config/SecurityConfig.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:36:09.628
!MESSAGE 09:36:09.627 [Simple-Language-Server main thread] INFO  o.s.i.v.c.l.u.SimpleWorkspaceService - file changed event: [file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/config/SecurityConfig.java]

!ENTRY org.eclipse.m2e.logback.appender 2 0 2026-04-21 09:36:09.909
!MESSAGE Direct modification of compileSourceRoots through clear() is deprecated and will not work in Maven 4.0.0. Please use the add/remove methods instead. If you're using a plugin that causes this warning, please upgrade to the latest version and report an issue if the warning persists. To disable these warnings, set -Dmaven.project.sourceRoots.warningsDisabled=true on the command line, in the .mvn/maven.config file, or in project POM properties.

!ENTRY org.eclipse.m2e.logback.appender 2 0 2026-04-21 09:36:09.909
!MESSAGE Direct modification of compileSourceRoots through add() is deprecated and will not work in Maven 4.0.0. Please use the add/remove methods instead. If you're using a plugin that causes this warning, please upgrade to the latest version and report an issue if the warning persists. To disable these warnings, set -Dmaven.project.sourceRoots.warningsDisabled=true on the command line, in the .mvn/maven.config file, or in project POM properties.

!ENTRY org.eclipse.m2e.logback.appender 2 0 2026-04-21 09:36:09.910
!MESSAGE Direct modification of testCompileSourceRoots through clear() is deprecated and will not work in Maven 4.0.0. Please use the add/remove methods instead. If you're using a plugin that causes this warning, please upgrade to the latest version and report an issue if the warning persists. To disable these warnings, set -Dmaven.project.sourceRoots.warningsDisabled=true on the command line, in the .mvn/maven.config file, or in project POM properties.

!ENTRY org.eclipse.m2e.logback.appender 2 0 2026-04-21 09:36:09.911
!MESSAGE Direct modification of testCompileSourceRoots through add() is deprecated and will not work in Maven 4.0.0. Please use the add/remove methods instead. If you're using a plugin that causes this warning, please upgrade to the latest version and report an issue if the warning persists. To disable these warnings, set -Dmaven.project.sourceRoots.warningsDisabled=true on the command line, in the .mvn/maven.config file, or in project POM properties.

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:36:10.044
!MESSAGE 09:36:09.968 [pool-3-thread-31] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/config/SecurityConfig.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:36:26.236
!MESSAGE 09:36:16.408 [pool-5-thread-7] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Started parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/config/SecurityConfig.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:06.277
!MESSAGE 09:36:53.312 [pool-3-thread-32] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/config/SecurityConfig.java

!ENTRY org.eclipse.m2e.logback.appender 2 0 2026-04-21 09:37:22.004
!MESSAGE Direct modification of compileSourceRoots through clear() is deprecated and will not work in Maven 4.0.0. Please use the add/remove methods instead. If you're using a plugin that causes this warning, please upgrade to the latest version and report an issue if the warning persists. To disable these warnings, set -Dmaven.project.sourceRoots.warningsDisabled=true on the command line, in the .mvn/maven.config file, or in project POM properties.

!ENTRY org.eclipse.m2e.logback.appender 2 0 2026-04-21 09:37:22.006
!MESSAGE Direct modification of compileSourceRoots through add() is deprecated and will not work in Maven 4.0.0. Please use the add/remove methods instead. If you're using a plugin that causes this warning, please upgrade to the latest version and report an issue if the warning persists. To disable these warnings, set -Dmaven.project.sourceRoots.warningsDisabled=true on the command line, in the .mvn/maven.config file, or in project POM properties.

!ENTRY org.eclipse.m2e.logback.appender 2 0 2026-04-21 09:37:22.010
!MESSAGE Direct modification of testCompileSourceRoots through clear() is deprecated and will not work in Maven 4.0.0. Please use the add/remove methods instead. If you're using a plugin that causes this warning, please upgrade to the latest version and report an issue if the warning persists. To disable these warnings, set -Dmaven.project.sourceRoots.warningsDisabled=true on the command line, in the .mvn/maven.config file, or in project POM properties.

!ENTRY org.eclipse.m2e.logback.appender 2 0 2026-04-21 09:37:22.012
!MESSAGE Direct modification of testCompileSourceRoots through add() is deprecated and will not work in Maven 4.0.0. Please use the add/remove methods instead. If you're using a plugin that causes this warning, please upgrade to the latest version and report an issue if the warning persists. To disable these warnings, set -Dmaven.project.sourceRoots.warningsDisabled=true on the command line, in the .mvn/maven.config file, or in project POM properties.

!ENTRY org.eclipse.m2e.logback.appender 2 0 2026-04-21 09:37:26.273
!MESSAGE Direct modification of compileSourceRoots through clear() is deprecated and will not work in Maven 4.0.0. Please use the add/remove methods instead. If you're using a plugin that causes this warning, please upgrade to the latest version and report an issue if the warning persists. To disable these warnings, set -Dmaven.project.sourceRoots.warningsDisabled=true on the command line, in the .mvn/maven.config file, or in project POM properties.

!ENTRY org.eclipse.m2e.logback.appender 2 0 2026-04-21 09:37:26.277
!MESSAGE Direct modification of compileSourceRoots through add() is deprecated and will not work in Maven 4.0.0. Please use the add/remove methods instead. If you're using a plugin that causes this warning, please upgrade to the latest version and report an issue if the warning persists. To disable these warnings, set -Dmaven.project.sourceRoots.warningsDisabled=true on the command line, in the .mvn/maven.config file, or in project POM properties.

!ENTRY org.eclipse.m2e.logback.appender 2 0 2026-04-21 09:37:26.279
!MESSAGE Direct modification of testCompileSourceRoots through clear() is deprecated and will not work in Maven 4.0.0. Please use the add/remove methods instead. If you're using a plugin that causes this warning, please upgrade to the latest version and report an issue if the warning persists. To disable these warnings, set -Dmaven.project.sourceRoots.warningsDisabled=true on the command line, in the .mvn/maven.config file, or in project POM properties.

!ENTRY org.eclipse.m2e.logback.appender 2 0 2026-04-21 09:37:26.283
!MESSAGE Direct modification of testCompileSourceRoots through add() is deprecated and will not work in Maven 4.0.0. Please use the add/remove methods instead. If you're using a plugin that causes this warning, please upgrade to the latest version and report an issue if the warning persists. To disable these warnings, set -Dmaven.project.sourceRoots.warningsDisabled=true on the command line, in the .mvn/maven.config file, or in project POM properties.

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.939
!MESSAGE 09:37:28.937 [pool-14-thread-1] ERROR o.e.lsp4j.jsonrpc.RemoteEndpoint - Internal error: java.lang.IllegalStateException: Live Data is not yet available!

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.941
!MESSAGE java.util.concurrent.CompletionException: java.lang.IllegalStateException: Live Data is not yet available!

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.947
!MESSAGE 	at java.base/java.util.concurrent.CompletableFuture.encodeThrowable(CompletableFuture.java:332)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.949
!MESSAGE 	at java.base/java.util.concurrent.CompletableFuture.uniAcceptNow(CompletableFuture.java:747)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.952
!MESSAGE 	at java.base/java.util.concurrent.CompletableFuture.uniAcceptStage(CompletableFuture.java:735)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.953
!MESSAGE 	at java.base/java.util.concurrent.CompletableFuture.thenAccept(CompletableFuture.java:2214)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.955
!MESSAGE 	at org.eclipse.lsp4j.jsonrpc.RemoteEndpoint.handleRequest(RemoteEndpoint.java:279)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.957
!MESSAGE 	at org.eclipse.lsp4j.jsonrpc.RemoteEndpoint.consume(RemoteEndpoint.java:190)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.959
!MESSAGE 	at org.springframework.ide.vscode.commons.languageserver.util.ParentProcessWatcher.lambda$apply$0(ParentProcessWatcher.java:129)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.963
!MESSAGE 	at org.eclipse.lsp4j.jsonrpc.json.StreamMessageProducer.handleMessage(StreamMessageProducer.java:194)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.965
!MESSAGE 	at org.eclipse.lsp4j.jsonrpc.json.StreamMessageProducer.listen(StreamMessageProducer.java:94)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.967
!MESSAGE 	at org.eclipse.lsp4j.jsonrpc.json.ConcurrentMessageProcessor.run(ConcurrentMessageProcessor.java:113)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.971
!MESSAGE 	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:572)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.973
!MESSAGE 	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:317)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.975
!MESSAGE 	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.977
!MESSAGE 	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.977
!MESSAGE 	at java.base/java.lang.Thread.run(Thread.java:1583)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.977
!MESSAGE Caused by: java.lang.IllegalStateException: Live Data is not yet available!

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.983
!MESSAGE 	at org.springframework.ide.vscode.boot.java.livehover.v2.SpringProcessCommandHandler.handleLiveProcessRequest(SpringProcessCommandHandler.java:330)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.987
!MESSAGE 	at org.springframework.ide.vscode.boot.java.livehover.v2.SpringProcessCommandHandler.lambda$new$4(SpringProcessCommandHandler.java:81)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.989
!MESSAGE 	at org.springframework.ide.vscode.commons.languageserver.util.SimpleLanguageServer.executeCommand(SimpleLanguageServer.java:313)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.991
!MESSAGE 	at org.springframework.ide.vscode.commons.languageserver.util.SimpleWorkspaceService.executeCommand(SimpleWorkspaceService.java:157)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.991
!MESSAGE 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.993
!MESSAGE 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.995
!MESSAGE 	at org.eclipse.lsp4j.jsonrpc.services.GenericEndpoint.lambda$null$0(GenericEndpoint.java:65)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.998
!MESSAGE 	at org.eclipse.lsp4j.jsonrpc.services.GenericEndpoint.request(GenericEndpoint.java:120)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:28.998
!MESSAGE 	at org.eclipse.lsp4j.jsonrpc.RemoteEndpoint.handleRequest(RemoteEndpoint.java:261)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:37:29.000
!MESSAGE 	... 10 common frames omitted

!ENTRY org.eclipse.m2e.logback.appender 4 0 2026-04-21 09:37:31.425
!MESSAGE Could not download sources for org.webjars:swagger-ui:5.13.0
!STACK 1
org.eclipse.core.runtime.CoreException: Could not resolve artifact org.webjars:swagger-ui:jar:sources:5.13.0
	at org.eclipse.m2e.core.internal.embedder.MavenImpl.lambda$7(MavenImpl.java:554)
	at org.eclipse.m2e.core.internal.embedder.MavenExecutionContext.executeBare(MavenExecutionContext.java:462)
	at org.eclipse.m2e.core.internal.embedder.MavenExecutionContext.execute(MavenExecutionContext.java:295)
	at org.eclipse.m2e.core.internal.embedder.MavenExecutionContext.execute(MavenExecutionContext.java:281)
	at org.eclipse.m2e.core.internal.embedder.MavenImpl.resolve(MavenImpl.java:523)
	at org.eclipse.m2e.core.internal.embedder.MavenImpl.resolve(MavenImpl.java:508)
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.download(DownloadSourcesJob.java:308)
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.downloadAttachments(DownloadSourcesJob.java:282)
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.downloadMaven(DownloadSourcesJob.java:252)
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.downloadFilesAndPopulateToUpdate(DownloadSourcesJob.java:220)
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.lambda$0(DownloadSourcesJob.java:149)
	at org.eclipse.m2e.core.internal.embedder.MavenExecutionContext.executeBare(MavenExecutionContext.java:462)
	at org.eclipse.m2e.core.internal.embedder.MavenExecutionContext.execute(MavenExecutionContext.java:342)
	at org.eclipse.m2e.core.internal.embedder.MavenExecutionContext.execute(MavenExecutionContext.java:281)
	at org.eclipse.m2e.core.embedder.IMaven.execute(IMaven.java:300)
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.run(DownloadSourcesJob.java:149)
	at org.eclipse.core.internal.jobs.Worker.run(Worker.java:63)
Contains: Missing org.webjars:swagger-ui:jar:sources:5.13.0
!SUBENTRY 1 org.eclipse.m2e.core 4 -1 2026-04-21 09:37:31.435
!MESSAGE Could not resolve artifact org.webjars:swagger-ui:jar:sources:5.13.0
!SUBENTRY 2 org.eclipse.m2e.core 4 0 2026-04-21 09:37:31.435
!MESSAGE Missing org.webjars:swagger-ui:jar:sources:5.13.0

!ENTRY org.eclipse.m2e.logback.appender 2 0 2026-04-21 09:38:20.181
!MESSAGE Direct modification of compileSourceRoots through clear() is deprecated and will not work in Maven 4.0.0. Please use the add/remove methods instead. If you're using a plugin that causes this warning, please upgrade to the latest version and report an issue if the warning persists. To disable these warnings, set -Dmaven.project.sourceRoots.warningsDisabled=true on the command line, in the .mvn/maven.config file, or in project POM properties.

!ENTRY org.eclipse.m2e.logback.appender 2 0 2026-04-21 09:38:20.182
!MESSAGE Direct modification of compileSourceRoots through add() is deprecated and will not work in Maven 4.0.0. Please use the add/remove methods instead. If you're using a plugin that causes this warning, please upgrade to the latest version and report an issue if the warning persists. To disable these warnings, set -Dmaven.project.sourceRoots.warningsDisabled=true on the command line, in the .mvn/maven.config file, or in project POM properties.

!ENTRY org.eclipse.m2e.logback.appender 2 0 2026-04-21 09:38:20.182
!MESSAGE Direct modification of testCompileSourceRoots through clear() is deprecated and will not work in Maven 4.0.0. Please use the add/remove methods instead. If you're using a plugin that causes this warning, please upgrade to the latest version and report an issue if the warning persists. To disable these warnings, set -Dmaven.project.sourceRoots.warningsDisabled=true on the command line, in the .mvn/maven.config file, or in project POM properties.

!ENTRY org.eclipse.m2e.logback.appender 2 0 2026-04-21 09:38:20.183
!MESSAGE Direct modification of testCompileSourceRoots through add() is deprecated and will not work in Maven 4.0.0. Please use the add/remove methods instead. If you're using a plugin that causes this warning, please upgrade to the latest version and report an issue if the warning persists. To disable these warnings, set -Dmaven.project.sourceRoots.warningsDisabled=true on the command line, in the .mvn/maven.config file, or in project POM properties.

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:38:20.223
!MESSAGE geProducer.java:194)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:38:20.224
!MESSAGE 	at org.eclipse.lsp4j.jsonrpc.json.StreamMessageProducer.listen(StreamMessageProducer.java:94)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:38:20.224
!MESSAGE 	at org.eclipse.lsp4j.jsonrpc.json.ConcurrentMessageProcessor.run(ConcurrentMessageProcessor.java:113)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:38:20.224
!MESSAGE 	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:572)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:38:20.225
!MESSAGE 	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:317)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:38:20.225
!MESSAGE 	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:38:20.226
!MESSAGE 	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:38:20.227
!MESSAGE 	at java.base/java.lang.Thread.run(Thread.java:1583)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:38:20.227
!MESSAGE Caused by: java.lang.IllegalStateException: Live Data is not yet available!

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:38:20.227
!MESSAGE 	at org.springframework.ide.vscode.boot.java.livehover.v2.SpringProcessCommandHandler.handleLiveProcessRequest(SpringProcessCommandHandler.java:330)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:38:20.228
!MESSAGE 	at org.springframework.ide.vscode.boot.java.livehover.v2.SpringProcessCommandHandler.lambda$new$4(SpringProcessCommandHandler.java:81)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 09:38:20.228
!MESSAGE 	at org.springframework.ide.vscode.commons.languageserver.util.SimpleLanguageServer.executeCommand(SimpleLanguageServer.java:313)
